Profile Matrix,Species,Tissue,Age,Age Group,URL,Citation
HCA,Human,Pancreas,21 - 54 years,Adult,"https://data.humancellatlas.org/explore/projects/cddab57b-6868-4be4-806f-395ed9dd635a, https://pubmed.ncbi.nlm.nih.gov/28965763/","Enge, M. et al. Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns. Cell 171, 321-330.e14 (2017)."
